fixture_uid,municipality_id,cabinet_uid,source_fixture_id,source_sub_id,source_cabinet_key,administrative_dong,road_name,address,latitude,longitude,lamp_type,lamp_count,lamp_watt,rated_power_w,purpose,pole_type,pole_shape,controller_type,branch_no,source_file,source_row
GN-FIX-f6c4705829,gangneung,GN-CAB-8d65d73a7f,KNC|GA|3606,,KNC|YB|162,,,강원특별자치도 강릉시 강문동 258-4,37.8047031,128.9071605,,0,,,,주철가로등주,,GMC-200S,,강원특별자치도 강릉시_가로등_20230818.csv,1080
GN-FIX-e07e80ba36,gangneung,GN-CAB-8d65d73a7f,KNC|GA|3607,,KNC|YB|162,,,강원특별자치도 강릉시 강문동 257-6,37.804917599999996,128.9074269,,0,,,,주철가로등주,,GMC-200S,,강원특별자치도 강릉시_가로등_20230818.csv,1081
GN-FIX-3c6b2d06be,gangneung,GN-CAB-9a4f067adf,KNC|GA|3622,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산4-1,37.804900399999994,128.9077843,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1082
GN-FIX-911a65ea9c,gangneung,GN-CAB-9a4f067adf,KNC|GA|3623,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산4-1,37.8046751,128.908077,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1083
GN-FIX-1b13185fe8,gangneung,GN-CAB-9a4f067adf,KNC|GA|3624,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산4-1,37.8043998,128.9084313,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1084
GN-FIX-8898d8a220,gangneung,GN-CAB-9a4f067adf,KNC|GA|3625,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 258-16,37.8041451,128.9087632,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1085
GN-FIX-61273b6520,gangneung,GN-CAB-9a4f067adf,KNC|GA|3626,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산4-4,37.803876699999996,128.909095,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1086
GN-FIX-d427bca262,gangneung,GN-CAB-9a4f067adf,KNC|GA|3627,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.8036062,128.9094209,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1087
GN-FIX-8606a031c0,gangneung,GN-CAB-9a4f067adf,KNC|GA|3630,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.8027899,128.9104046,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1088
GN-FIX-f82865327d,gangneung,GN-CAB-9a4f067adf,KNC|GA|3631,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.80254,128.9106796,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1089
GN-FIX-7897ff086a,gangneung,GN-CAB-9a4f067adf,KNC|GA|3632,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.8023059,128.9109436,LED + LED,2,,140.0,,철제원형등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1090
GN-FIX-70ff2a3acc,gangneung,GN-CAB-9a4f067adf,KNC|GA|3633,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.8020832,128.9111963,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1091
GN-FIX-6e44293cfe,gangneung,GN-CAB-9a4f067adf,KNC|GA|3634,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산51,37.801863,128.9114179,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1092
GN-FIX-ac2db14e82,gangneung,GN-CAB-9a4f067adf,KNC|GA|3635,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 260-27,37.8016204,128.9116307,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1093
GN-FIX-d2fc4369e8,gangneung,GN-CAB-9a4f067adf,KNC|GA|3636,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 260-27,37.8013936,128.9118266,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1094
GN-FIX-b2603d6270,gangneung,GN-CAB-9a4f067adf,KNC|GA|3637,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 260-27,37.801157599999996,128.9120367,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1095
GN-FIX-3c22916497,gangneung,GN-CAB-9a4f067adf,KNC|GA|3639,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.800727699999996,128.9125792,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1096
GN-FIX-dbb3ccca50,gangneung,GN-CAB-9a4f067adf,KNC|GA|3640,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.800506999999996,128.9128518,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1097
GN-FIX-8aa02f52b8,gangneung,GN-CAB-9a4f067adf,KNC|GA|3642,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.800056999999995,128.9133685,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1098
GN-FIX-6106fc4cd4,gangneung,GN-CAB-9a4f067adf,KNC|GA|3643,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.799861299999996,128.9136274,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1099
GN-FIX-23cf79c46b,gangneung,GN-CAB-9a4f067adf,KNC|GA|3644,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.7996476,128.9138746,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1100
GN-FIX-433b67868f,gangneung,GN-CAB-9a4f067adf,KNC|GA|3645,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.7994408,128.9141246,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1101
GN-FIX-5b632d68ef,gangneung,GN-CAB-9a4f067adf,KNC|GA|3646,,KNC|YB|161,,,강원특별자치도 강릉시 강문동 산1,37.7992627,128.9144406,LED + LED,2,,140.0,,주철가로등주,D,GMC-200S,2/2,강원특별자치도 강릉시_가로등_20230818.csv,1102
GN-FIX-6298a5b38e,gangneung,GN-CAB-dca56bd54f,KNC|GA|3661,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.797758699999996,128.9125882,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1103
GN-FIX-520e4bba2f,gangneung,GN-CAB-dca56bd54f,KNC|GA|3662,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.7976229,128.9129613,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1104
GN-FIX-320885f9d6,gangneung,GN-CAB-dca56bd54f,KNC|GA|3663,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.797487,128.9133542,LED + LED,2,,240.0,,디자인가로등주,G,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1105
GN-FIX-90ef8acb32,gangneung,GN-CAB-dca56bd54f,KNC|GA|3664,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.797339699999995,128.9137498,LED + LED,2,,240.0,,디자인가로등주,G,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1106
GN-FIX-06876efb48,gangneung,GN-CAB-dca56bd54f,KNC|GA|3665,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.797138499999996,128.9141334,LED + LED,2,,240.0,,디자인가로등주,G,GMC-200S,1/1,강원특별자치도 강릉시_가로등_20230818.csv,1107
GN-FIX-13434f8b33,gangneung,GN-CAB-dca56bd54f,KNC|GA|3666,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.796987099999996,128.9144864,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1108
GN-FIX-7bff6c029d,gangneung,GN-CAB-dca56bd54f,KNC|GA|3667,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.7969204,128.9149483,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1109
GN-FIX-be18f11d9b,gangneung,GN-CAB-dca56bd54f,KNC|GA|3668,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.796948799999996,128.9153573,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1110
GN-FIX-c5775c4e37,gangneung,GN-CAB-dca56bd54f,KNC|GA|3669,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 274-1,37.7970725,128.9156626,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1111
GN-FIX-a884237a42,gangneung,GN-CAB-dca56bd54f,KNC|GA|3670,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 274-1,37.797169499999995,128.9159392,LED,1,,120.0,,디자인가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1112
GN-FIX-9e8ecbd856,gangneung,GN-CAB-dca56bd54f,KNC|GA|3674,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.7972397,128.9162613,LED,1,,120.0,,스테인리스+주철가로등주,A,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1113
GN-FIX-c4a697ddcc,gangneung,GN-CAB-dca56bd54f,KNC|GA|3675,,KNC|YB|160,,,강원특별자치도 강릉시 강원도 강릉시 초당동,37.797818899999996,128.9164354,LED,1,,50.0,,스테인리스+주철가로등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1114
GN-FIX-250563fd00,gangneung,GN-CAB-dca56bd54f,KNC|GA|3676,,KNC|YB|160,,,강원특별자치도 강릉시 강원도 강릉시 초당동,37.7980678,128.916288,LED,1,,50.0,,스테인리스+주철가로등주,A,GMC-200S,16,강원특별자치도 강릉시_가로등_20230818.csv,1115
GN-FIX-b07e0d758a,gangneung,GN-CAB-dca56bd54f,KNC|GA|3677,,KNC|YB|160,,,강원특별자치도 강릉시 강원도 강릉시 초당동,37.7982812,128.9160778,LED,1,,50.0,,스테인리스+주철가로등주,A,GMC-200S,16,강원특별자치도 강릉시_가로등_20230818.csv,1116
GN-FIX-e3ba55aece,gangneung,GN-CAB-dca56bd54f,KNC|GA|3678,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 248-2,37.798459099999995,128.9158074,LED,1,,50.0,,스테인리스+주철가로등주,A,GMC-200S,16,강원특별자치도 강릉시_가로등_20230818.csv,1117
GN-FIX-59759062c0,gangneung,GN-CAB-dca56bd54f,KNC|GA|3691,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.796940799999994,128.9160956,LED,1,,50.0,,스테인리스+주철가로등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1118
GN-FIX-118eb30c66,gangneung,GN-CAB-dca56bd54f,KNC|GA|3692,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.7969593,128.9168847,LED,1,,50.0,,스테인리스+주철가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1119
GN-FIX-4698e05a83,gangneung,GN-CAB-dca56bd54f,KNC|GA|3693,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.796819,128.9166587,LED,1,,50.0,,스테인리스+주철가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1120
GN-FIX-e88f4e729f,gangneung,GN-CAB-dca56bd54f,KNC|GA|3694,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 244-2,37.7966786,128.9164328,LED,1,,50.0,,스테인리스+주철가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1121
GN-FIX-4bf12963e9,gangneung,GN-CAB-dca56bd54f,KNC|GA|3695,,KNC|YB|160,,,강원특별자치도 강릉시 강문동 297-1,37.796658699999995,128.916227,LED,1,,50.0,,스테인리스+주철가로등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1122
GN-FIX-9b5e1f9735,gangneung,GN-CAB-516a9d9d83,KNC|GA|3697,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 441-7,37.752744899999996,128.91272,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1123
GN-FIX-2021fe8a52,gangneung,GN-CAB-516a9d9d83,KNC|GA|3698,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.753094,128.9124235,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1124
GN-FIX-be2c6f2a11,gangneung,GN-CAB-516a9d9d83,KNC|GA|3699,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.753529699999994,128.9120524,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1125
GN-FIX-78f48fb80b,gangneung,GN-CAB-516a9d9d83,KNC|GA|3700,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.753906199999996,128.9117081,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1126
GN-FIX-a2bc9cb87b,gangneung,GN-CAB-516a9d9d83,KNC|GA|3701,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.7542713,128.9113892,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1127
GN-FIX-1e2c7ad038,gangneung,GN-CAB-516a9d9d83,KNC|GA|3702,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.7546342,128.9110673,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1128
GN-FIX-a8a996c6ab,gangneung,GN-CAB-516a9d9d83,KNC|GA|3703,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.7549972,128.9107399,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1129
GN-FIX-85b5a24eb0,gangneung,GN-CAB-516a9d9d83,KNC|GA|3704,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.755339799999994,128.9104178,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1130
GN-FIX-9241b5e2ed,gangneung,GN-CAB-516a9d9d83,KNC|GA|3705,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.755664599999996,128.91007,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1131
GN-FIX-e0598ea1d4,gangneung,GN-CAB-516a9d9d83,KNC|GA|3706,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.755957699999996,128.9097445,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1132
GN-FIX-ef126dd4ef,gangneung,GN-CAB-516a9d9d83,KNC|GA|3707,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 442-3,37.756302999999996,128.9093713,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1133
GN-FIX-95ea0bd1f0,gangneung,GN-CAB-516a9d9d83,KNC|GA|3708,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 626-3,37.7566413,128.9090208,CDM,1,,250.0,,팔각테이퍼,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1134
GN-FIX-263d4b042e,gangneung,GN-CAB-c7716e2963,KNC|GA|3709,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 23-8,37.791518499999995,128.9196217,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1135
GN-FIX-67490852a7,gangneung,GN-CAB-c7716e2963,KNC|GA|3710,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 27-5,37.7908608,128.9201925,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1136
GN-FIX-2cb96be280,gangneung,GN-CAB-c7716e2963,KNC|GA|3711,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 27-5,37.790212,128.9207862,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1137
GN-FIX-a24c37a8b0,gangneung,GN-CAB-c7716e2963,KNC|GA|3712,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 31-4,37.7894496,128.9214602,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1138
GN-FIX-a4a37c3591,gangneung,GN-CAB-c7716e2963,KNC|GA|3713,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 37-4,37.788495899999994,128.922312,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1139
GN-FIX-a153dfa909,gangneung,GN-CAB-c7716e2963,KNC|GA|3714,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 41-18,37.7878152,128.9229252,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1140
GN-FIX-5a2234571d,gangneung,GN-CAB-c7716e2963,KNC|GA|3715,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 41-18,37.7872414,128.9234549,CDM,1,,150.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1141
GN-FIX-5780443295,gangneung,GN-CAB-c7716e2963,KNC|GA|3716,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 42-56,37.7872115,128.9239508,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1142
GN-FIX-444f7bdf79,gangneung,GN-CAB-516a9d9d83,KNC|GA|3717,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 620-2,37.7567636,128.9086716,CDM,1,,250.0,,팔각테이퍼,A,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1143
GN-FIX-0c60a458d8,gangneung,GN-CAB-c7716e2963,KNC|GA|3718,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 310,37.788222,128.9252123,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1144
GN-FIX-58923db903,gangneung,GN-CAB-c7716e2963,KNC|GA|3719,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 9-7,37.787847,128.9248185,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1145
GN-FIX-1b2ca45461,gangneung,GN-CAB-c7716e2963,KNC|GA|3720,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 5-3,37.787557,128.9243921,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1146
GN-FIX-d16d8b0c30,gangneung,GN-CAB-516a9d9d83,KNC|GA|3721,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 429,37.752416399999994,128.9130174,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1147
GN-FIX-e7bed573a6,gangneung,GN-CAB-c7716e2963,KNC|GA|3722,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 23-8,37.7911327,128.9197022,CDM,1,,150.0,,철제원형등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1148
GN-FIX-c1dbe320a6,gangneung,GN-CAB-c7716e2963,KNC|GA|3724,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 31-4,37.789780699999994,128.920903,CDM,1,,150.0,,철제원형등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1149
GN-FIX-c996d8250f,gangneung,GN-CAB-c7716e2963,KNC|GA|3725,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 34-11,37.788767899999996,128.921808,CDM,1,,150.0,,철제원형등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1150
GN-FIX-1a0e6e3cc5,gangneung,GN-CAB-c7716e2963,KNC|GA|3726,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 37-4,37.7880714,128.9224235,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1151
GN-FIX-35eda1a447,gangneung,GN-CAB-c7716e2963,KNC|GA|3727,,KNC|YB|180,,,강원특별자치도 강릉시 강문동 41-18,37.7874163,128.9229718,CDM,1,,150.0,,철제원형등주,I,GMC-200S,1,강원특별자치도 강릉시_가로등_20230818.csv,1152
GN-FIX-885e4d8b35,gangneung,GN-CAB-516a9d9d83,KNC|GA|3728,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 425-1,37.7522689,128.9131494,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1153
GN-FIX-6de47622c4,gangneung,GN-CAB-516a9d9d83,KNC|GA|3729,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 429-6,37.7518761,128.9129602,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1154
GN-FIX-0b0e72ceca,gangneung,GN-CAB-516a9d9d83,KNC|GA|3730,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 423-2,37.75145869999999,128.9127278,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1155
GN-FIX-be6c9bc219,gangneung,GN-CAB-516a9d9d83,KNC|GA|3731,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 423-8,37.7510638,128.9125158,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1156
GN-FIX-49189d188d,gangneung,GN-CAB-516a9d9d83,KNC|GA|3732,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 422-3,37.7506645,128.9123065,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1157
GN-FIX-6b297c87a7,gangneung,GN-CAB-516a9d9d83,KNC|GA|3733,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 407,37.750265299999995,128.9120775,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1158
GN-FIX-fb056f7cf7,gangneung,GN-CAB-516a9d9d83,KNC|GA|3734,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 409-1,37.749850499999994,128.9118511,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1159
GN-FIX-7a95a6c310,gangneung,GN-CAB-516a9d9d83,KNC|GA|3735,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 409-5,37.7494404,128.9116131,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1160
GN-FIX-9b2b206fda,gangneung,GN-CAB-516a9d9d83,KNC|GA|3736,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 415-7,37.749023199999996,128.9113838,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1161
GN-FIX-f23b542135,gangneung,GN-CAB-516a9d9d83,KNC|GA|3737,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 414-3,37.748608399999995,128.9111545,CDM,1,,250.0,,스텐인리스가로등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1162
GN-FIX-29be5a19e2,gangneung,GN-CAB-516a9d9d83,KNC|GA|3738,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 407-2,37.7483363,128.9110155,CDM,1,,250.0,,철제원형등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1163
GN-FIX-f78b9b74d1,gangneung,GN-CAB-516a9d9d83,KNC|GA|3739,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 414-5,37.7477014,128.9105635,LED,1,,200.0,,철제원형등주,I,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1164
GN-FIX-32f0ae74f7,gangneung,GN-CAB-516a9d9d83,KNC|GA|3774,,KNC|YB|178,,,강원특별자치도 강릉시 입암동 414-23,37.7478346,128.9097733,LED,1,,200.0,,철제원형등주,A,GMC-200S,2,강원특별자치도 강릉시_가로등_20230818.csv,1165
GN-FIX-435139b3e8,gangneung,GN-CAB-777c8f9164,KNC|GA|3802,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1316,37.7747483,128.9141296,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,4,강원특별자치도 강릉시_가로등_20230818.csv,1166
GN-FIX-a4b6502d9c,gangneung,GN-CAB-777c8f9164,KNC|GA|3803,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1258,37.774288,128.9136501,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,4,강원특별자치도 강릉시_가로등_20230818.csv,1167
GN-FIX-465726f990,gangneung,GN-CAB-777c8f9164,KNC|GA|3804,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1316,37.7738162,128.9131902,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,4,강원특별자치도 강릉시_가로등_20230818.csv,1168
GN-FIX-4e2dadece4,gangneung,GN-CAB-777c8f9164,KNC|GA|3805,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1316,37.773561699999995,128.9129062,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,3,강원특별자치도 강릉시_가로등_20230818.csv,1169
GN-FIX-083adf8bcf,gangneung,GN-CAB-777c8f9164,KNC|GA|3806,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1316,37.773197499999995,128.9125186,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,3,강원특별자치도 강릉시_가로등_20230818.csv,1170
GN-FIX-f7227c1a60,gangneung,GN-CAB-777c8f9164,KNC|GA|3807,,KNC|YB|21,,,강원특별자치도 강릉시 포남동 1316,37.772817599999996,128.9121168,LED,1,,150.0,,팔각테이퍼,A,GMC-200S,3,강원특별자치도 강릉시_가로등_20230818.csv,1171
